name_common,age,mlb_ID,player_ID,year_ID,team_ID,stint_ID,lg_ID,G,GS,IPouts,IPouts_start,IPouts_relief,RA,xRA,xRA_sprp_adj,xRA_extras_adj,xRA_def_pitcher,PPF,PPF_custom,xRA_final,BIP,BIP_perc,RS_def_total,runs_above_avg,runs_above_avg_adj,runs_above_rep,RpO_replacement,GR_leverage_index_avg,WAR,salary,teamRpG,oppRpG,pyth_exponent,waa_win_perc,WAA,WAA_adj,oppRpG_rep,pyth_exponent_rep,waa_win_perc_rep,WAR_rep,ERA_plus,ER_lg
JosÃ© ButtÃ³,26,676130,buttojo01,2024,NYM,1,NL,30,7,222,114,108,21,36.049,-0.318,0.618,0.566,95,94.041,33.651,172,0.0435,13,12.651,12.395,19.562,0.198,1.7543,2.16,740000,4.47804,4.06488,1.843,0.5445,1.335,0.1169,4.71137,1.882,0.4761,0.7099,154.7285714,32.493
Bryce Elder,24,693821,elderbr01,2023,ATL,1,NL,31,31,524,524,0,79,89.913,4.19,0,3.58,101,101.568,91.942,532,0.1326,27,12.942,13.311,30.087,0.208,1,2.9,NULL,4.70669,4.27731,1.87,0.5446,1.3826,-0.1215,5.26501,1.926,0.4462,1.6385,114.0378378,84.388
Ricky Vanasco,25,676568,vanasri01,2024,DET,2,AL,2,0,6,0,6,0,0.987,-0.066,0,0.069,101,97,0.826,6,0.0014,49,0.826,0.816,1.009,0.193,1.01,0.11,NULL,4.38443,3.97643,1.832,0.5446,0.0892,-0.0037,4.47446,1.862,0.4905,0.0195,NULL,1.072
Sean Manaea,32,640455,manaese01,2024,NYM,1,NL,32,32,545,545,0,75,90.57,4.157,0,1.581,95,95.444,88.902,481,0.1216,13,13.902,13.274,30.868,0.198,1,2.98,14500000,4.47804,4.06323,1.843,0.5447,1.4304,-0.1468,5.01504,1.899,0.4464,1.6977,113.6028571,79.522
John Means,29,607644,meansjo01,2022,BAL,1,AL,2,2,24,24,0,3,4.057,0.187,0,0.215,100,93.294,3.759,25,0.0058,37,0.759,0.8,1.468,0.188,1,0.16,2950000,4.25074,3.85074,1.815,0.5447,0.0894,-0.0059,4.6105,1.862,0.4623,0.0757,120.7333333,3.622
Daniel Hudson,36,543339,hudsoda01,2023,LAD,1,NL,3,0,9,0,9,0,1.481,-0.098,0,0.102,99,100.286,1.285,6,0.0015,68,1.285,1.291,1.579,0.208,0.9,0.15,6500000,4.70669,4.27636,1.87,0.5447,0.1341,-0.0153,4.80578,1.9,0.4901,0.0292,NULL,1.602
Dylan Coleman,27,669395,colemdy01,2024,HOU,1,AL,1,0,3,0,3,0,0.47,-0.032,0,0.007,98,96,0.414,2,0.0005,13,0.414,0.409,0.505,0.193,0.02,0.03,740000,4.38443,3.97543,1.832,0.5447,0.0447,-0.024,4.47446,1.862,0.4905,0.0097,NULL,0.608
Cole Tucker,27,657061,tuckeco01,2024,LAA,1,AL,1,0,3,0,3,0,0.551,-0.037,0,0.009,104,82,0.414,3,0.0007,13,0.414,0.409,0.505,0.193,0,0.03,NULL,4.38443,3.97543,1.832,0.5447,0.0447,-0.0245,4.47446,1.862,0.4905,0.0097,NULL,0.635
Tanner Scott,29,656945,scottta01,2024,MIA,1,NL,44,0,137,0,137,10,23.696,-1.578,3.15,-0.494,109,110.516,28.471,101,0.0235,-21,18.471,18.313,22.736,0.198,2.0716,3.35,5700000,4.47804,4.06184,1.843,0.5448,1.9712,0.9328,4.57622,1.874,0.4898,0.4444,384.2833333,23.057
Miguel DÃ­az,28,622766,diazmi02,2023,DET,1,AL,12,3,42,2,40,1,6.695,-0.411,0,0.174,103,102.889,6.287,33,0.0079,22,5.287,5.115,6.632,0.203,0.7978,0.59,NULL,4.6077,4.18145,1.858,0.545,0.54,-0.0838,4.71869,1.89,0.4888,0.135,689.5,6.895
Donovan Walton,30,622268,waltodo01,2024,SFG,1,NL,1,0,3,0,3,0,0.527,-0.035,0,0.002,93,86,0.421,5,0.0012,2,0.421,0.418,0.514,0.198,0,0.03,NULL,4.47804,4.06004,1.843,0.545,0.045,-0.0252,4.57263,1.874,0.4902,0.0097,NULL,0.598
Reynaldo LÃ³pez,29,625643,lopezre01,2023,CLE,3,AL,12,0,33,0,33,0,6,-0.4,0,0.146,97,96.5,5.263,23,0.0054,27,5.263,5.128,6.32,0.203,1.4908,0.75,NULL,4.6077,4.18037,1.858,0.5451,0.5412,0.1069,4.6949,1.888,0.4912,0.1061,NULL,5.349
Justin Steele,26,657006,steelju01,2022,CHC,1,NL,24,24,357,357,0,53,57.886,2.64,0,0.239,103,103.918,62.649,332,0.0798,3,9.649,9.928,20.557,0.194,1,2.11,NULL,4.39519,3.98152,1.833,0.5452,1.0848,-0.0996,4.85051,1.885,0.4537,1.1215,131.8452381,55.375
Brent Headrick,26,687396,headrbr01,2024,MIN,1,AL,1,0,9,0,9,1,1.351,-0.091,0,-0.015,103,112,1.428,6,0.0015,-10,0.428,0.413,0.702,0.193,0.07,0.05,740000,4.38443,3.97143,1.831,0.5452,0.0452,-0.0272,4.65452,1.873,0.472,0.0287,155,1.55
Blake Snell,29,605483,snellbl01,2022,SDP,1,NL,24,24,384,384,0,51,64.622,2.947,0,1.54,93,91.854,60.65,311,0.077,20,9.65,9.95,21.383,0.194,1,2.18,13100000,4.39519,3.98061,1.833,0.5453,1.0872,-0.1071,4.88495,1.887,0.4503,1.2039,112.0520833,53.785
Tyler Glasnow,29,607192,glasnty01,2023,TBR,1,AL,21,21,360,360,0,52,63.234,2.896,0,1.647,97,96.944,62.512,285,0.0716,23,10.512,9.038,22.043,0.203,1,2,5350000,4.6077,4.17732,1.858,0.5454,0.9534,-0.074,5.1513,1.914,0.4468,1.1227,119.3595745,56.099
Tejay Antone,29,622088,antonte01,2023,CIN,1,NL,5,1,17,6,11,1,2.95,-0.077,0,-0.073,104,107.714,3.173,12,0.0028,-26,2.173,2.185,2.729,0.208,0.7475,0.25,770000,4.70669,4.26969,1.869,0.5454,0.227,-0.0304,4.819,1.901,0.4888,0.055,309.5,3.095
Taijuan Walker,29,592836,walketa01,2022,NYM,1,NL,29,29,472,463,9,63,73.933,3.213,0,-0.12,95,96.721,74.732,466,0.12,-1,11.732,12.101,26.153,0.194,1,2.66,7000000,4.39519,3.97792,1.832,0.5456,1.3224,-0.1374,4.8934,1.887,0.4495,1.4782,110.6377049,67.489
Erick Fedde,31,607200,feddeer01,2024,STL,2,NL,10,10,167,167,0,23,26.348,1.209,0,1.369,101,104.741,27.43,157,0.037,37,4.43,4.238,9.629,0.198,1,0.93,NULL,4.47804,4.05424,1.842,0.5457,0.457,-0.045,5.00459,1.899,0.4474,0.5206,113.1347826,26.021
Austin Voth,30,608723,vothau01,2022,BAL,2,AL,22,17,249,229,20,30,39.529,1.465,0,2.109,100,99.201,38.574,247,0.057,37,8.574,9.003,15.932,0.188,0.338,1.7,NULL,4.25074,3.84151,1.815,0.5458,1.0076,-0.0998,4.59006,1.861,0.4643,0.7887,128.5071429,35.982
Jack Mayfield,31,608686,mayfija01,2022,LAA,1,AL,1,0,3,0,3,0,0.499,-0.033,0,0.016,103,90,0.405,4,0.001,16,0.405,0.41,0.494,0.188,0,0.03,NULL,4.25074,3.84074,1.815,0.5459,0.0459,-0.0254,4.34068,1.846,0.4903,0.0097,NULL,0.614
J.P. Feyereisen,29,656420,feyerjo01,2022,TBR,1,AL,22,2,73,12,61,1,11.516,-0.552,0,0.329,94,93.163,9.908,56,0.0137,24,8.908,9.034,11.065,0.188,1.4215,1.37,NULL,4.25074,3.8401,1.815,0.546,1.012,0.1257,4.35022,1.846,0.4893,0.2364,NULL,10.039
Joey Wentz,26,666214,wentzjo01,2024,PIT,2,NL,8,0,36,0,36,2,5.495,-0.366,0,-0.085,101,104.6,5.454,30,0.0071,-12,3.454,3.413,4.575,0.198,1.0163,0.45,NULL,4.47804,4.05142,1.842,0.546,0.368,-0.0294,4.61993,1.876,0.4854,0.1156,287.15,5.743
Sean Doolittle,35,448281,doolise01,2022,WSN,1,NL,6,0,16,0,16,0,2.668,-0.178,0,-0.105,97,97.176,2.522,11,0.0025,-42,2.522,2.534,3.011,0.194,1.3833,0.37,1500000,4.39519,3.97286,1.832,0.5461,0.2766,0.0383,4.47682,1.863,0.4914,0.0521,NULL,2.5
Josh Donaldson,37,518626,donaljo02,2023,NYY,1,AL,1,0,3,0,3,0,0.508,-0.034,0,0.015,101,98,0.45,3,0.0007,21,0.45,0.438,0.546,0.203,0,0.03,21750000,4.6077,4.1697,1.857,0.5462,0.0462,-0.0255,4.70283,1.889,0.4904,0.0096,NULL,0.65
Ross Stripling,32,548389,stripro01,2022,TOR,1,AL,32,24,403,370,33,49,63.878,2.356,0,4.361,99,99.451,61.533,403,0.0969,45,12.533,13.227,24.442,0.188,1.7575,2.68,3790000,4.25074,3.83739,1.814,0.5463,1.4816,-0.0724,4.6283,1.863,0.4604,1.2725,127.8933333,57.552
Brady Singer,27,663903,singebr01,2024,KCR,1,AL,32,32,539,539,0,77,85.753,3.893,0,3.331,105,105.94,91.442,528,0.1281,26,14.442,13.567,30.87,0.193,1,3.05,4850000,4.38443,3.96046,1.831,0.5464,1.4848,-0.1179,4.88991,1.887,0.4487,1.6848,114.1027027,84.436
Sean Reynolds,26,669308,reynose01,2024,SDP,1,NL,9,0,33,0,33,1,5.044,-0.336,0,-0.076,99,102.653,4.911,22,0.0054,-14,3.911,3.873,4.938,0.198,0.2322,0.33,NULL,4.47804,4.04771,1.842,0.5464,0.4176,-0.19,4.59365,1.875,0.4881,0.106,517.7,5.177
William Woods,23,682016,woodswi02,2022,ATL,1,NL,2,0,6,0,6,0,0.918,-0.061,0,0.038,101,103,0.844,5,0.0013,29,0.844,0.849,1.027,0.194,0.26,0.07,NULL,4.39519,3.97069,1.832,0.5464,0.0928,-0.0398,4.48702,1.863,0.4904,0.0194,NULL,1.08
Kevin Gausman,31,592332,gausmke01,2022,TOR,1,AL,31,31,524,518,6,72,85.856,3.847,0,5.315,99,99.553,84.011,491,0.1181,45,12.011,12.913,27.495,0.188,1,2.95,21000000,4.25074,3.83419,1.814,0.5466,1.4446,-0.1332,4.7575,1.871,0.4475,1.6344,115.0461538,74.78
Luis Guillorme,29,641645,guilllu01,2024,LAA,2,AL,2,0,6,0,6,0,1.028,-0.069,0,0.022,104,92.25,0.864,7,0.0017,13,0.864,0.854,1.047,0.193,0,0.06,NULL,4.38443,3.95743,1.83,0.5467,0.0934,-0.0508,4.47446,1.862,0.4905,0.0195,NULL,1.099
Joe Musgrove,31,605397,musgrjo01,2024,SDP,1,NL,19,19,299,299,0,44,50.324,2.31,0,-0.958,99,98.132,52.591,276,0.0684,-14,8.591,8.247,17.899,0.198,1,1.74,20000000,4.47804,4.04399,1.842,0.5468,0.8892,-0.0806,4.97423,1.897,0.4503,0.9347,105.9,45.537
Bradley Blalock,23,687134,blalobr01,2024,MIL,1,NL,1,0,3,0,3,0,0.527,-0.035,0,0.045,101,98,0.438,3,0.0007,64,0.438,0.435,0.531,0.198,0.23,0.04,NULL,4.47804,4.04304,1.842,0.5469,0.0469,-0.0208,4.57263,1.874,0.4902,0.0097,NULL,0.634
Pablo LÃ³pez,26,641154,lopezpa01,2022,MIA,1,NL,32,32,540,540,0,78,90.004,4.104,0,2.113,101,99.266,91.32,501,0.1243,17,13.32,13.742,29.819,0.194,1,3.04,2450000,4.39519,3.96575,1.832,0.547,1.504,-0.1506,4.91173,1.888,0.4477,1.6892,109.4026667,82.052
Kutter Crawford,27,676710,crawfku01,2023,BOS,1,AL,31,23,388,323,65,59,67.271,1.813,0,-1.519,106,105.34,74.373,351,0.0844,-18,15.373,13.784,27.801,0.203,0.9,2.55,730000,4.6077,4.16306,1.857,0.547,1.457,-0.1296,5.00459,1.906,0.4607,1.2242,112.7051724,65.369
Alex Claudio,30,592222,claudal01,2022,NYM,1,NL,3,0,10,0,10,0,1.417,-0.095,0,-0.002,95,96.769,1.281,9,0.0023,-1,1.281,1.289,1.587,0.194,0.0467,0.1,100000,4.39519,3.96552,1.832,0.547,0.141,-0.0764,4.49722,1.864,0.4893,0.0324,NULL,1.596
Parker Markel,31,571917,markepa01,2022,OAK,1,AL,3,0,9,0,9,0,1.462,-0.097,0,-0.031,95,90,1.256,5,0.0012,-26,1.256,1.271,1.522,0.188,0.4667,0.13,NULL,4.25074,3.82707,1.814,0.5475,0.1425,-0.0453,4.34068,1.846,0.4903,0.0292,NULL,1.4
Sean Newcomb,30,656794,newcose01,2023,OAK,1,AL,7,2,45,21,24,5,8.159,-0.116,0,-0.616,95,96.295,8.338,33,0.0077,-80,3.338,3.154,4.779,0.203,0.56,0.42,NULL,4.6077,4.15713,1.856,0.5476,0.3332,-0.0622,4.81155,1.895,0.4795,0.1442,143.22,7.161
Alek Jacob,25,689690,jacobal01,2023,SDP,1,NL,3,0,9,0,9,0,1.558,-0.103,0,0.054,93,97.8,1.37,4,0.001,54,1.37,1.376,1.664,0.208,0.3467,0.12,NULL,4.70669,4.24803,1.868,0.5477,0.1431,-0.0553,4.80578,1.9,0.4901,0.0292,NULL,1.573
Tyler Mahle,27,641816,mahlety01,2022,CIN,1,NL,19,19,313,313,0,53,51.979,2.37,0,-2.164,107,108.036,61.054,285,0.0698,-31,8.054,8.298,17.617,0.194,1,1.8,5200000,4.39519,3.95845,1.831,0.5478,0.9082,-0.0873,4.89945,1.888,0.4489,0.98,98.92352941,50.451
Josh Lester,28,623507,lestejo02,2023,BAL,1,AL,1,0,3,0,3,0,0.564,-0.038,0,0.018,96,92,0.467,3,0.0007,25,0.467,0.455,0.563,0.203,0,0.03,NULL,4.6077,4.1527,1.856,0.5481,0.0481,-0.0265,4.70283,1.889,0.4904,0.0096,NULL,0.622
Zack Littell,28,641793,litteza01,2024,TBR,1,AL,29,29,469,469,0,68,78.8,3.578,0,0.816,99,99.93,81.505,478,0.1166,7,13.505,12.744,27.8,0.193,1,2.76,1850000,4.38443,3.94498,1.83,0.5482,1.3978,-0.1026,4.86977,1.885,0.4507,1.4673,110.0031746,69.302
Vinny Nittoli,31,657697,nittovi01,2022,PHI,1,NL,2,0,6,0,6,0,0.922,-0.062,0,-0.061,98,95.25,0.877,5,0.0012,-51,0.877,0.882,1.06,0.194,0.87,0.1,NULL,4.39519,3.95419,1.831,0.5482,0.0964,-0.0118,4.48702,1.863,0.4904,0.0194,NULL,1.053
Tyler Anderson,34,542881,anderty01,2024,LAA,1,AL,31,31,538,538,0,83,90.887,4.126,0,1.677,104,104.484,97.521,543,0.129,13,14.521,13.648,30.919,0.193,1,3.06,13000000,4.38443,3.94417,1.83,0.5483,1.4973,-0.1177,4.90525,1.887,0.4472,1.6799,109.8394737,83.478
Jordan Montgomery,30,656756,montgjo01,2023,STL,1,NL,21,21,363,363,0,54,61.135,2.849,0,-0.243,99,98.845,63.485,362,0.0811,-3,9.485,9.74,21.362,0.208,1,2.06,10000000,4.70669,4.24288,1.868,0.5483,1.0143,-0.0842,5.27764,1.927,0.4451,1.1326,128.4804348,59.101
Logan Gilbert,25,669302,gilbelo01,2022,SEA,1,AL,32,32,557,557,0,71,88.908,4.099,0,5.646,95,96.065,83.923,537,0.1313,43,12.923,13.882,29.382,0.188,1,3.15,NULL,4.25074,3.81693,1.813,0.5486,1.5552,-0.138,4.77258,1.872,0.446,1.7353,115.5681818,76.275
JosÃ© Soriano,25,667755,soriajo02,2024,LAA,1,AL,22,20,339,321,18,50,58.639,2.312,0,0.976,104,100.564,60.313,316,0.0751,13,10.313,9.763,20.645,0.193,1.275,2.06,760000,4.38443,3.94066,1.829,0.5486,1.0692,-0.0749,4.84686,1.884,0.4529,1.0634,122.4744186,52.664
Scott Alexander,32,518397,alexasc02,2022,SFG,1,NL,17,4,52,6,46,2,8.645,-0.466,0.633,-0.682,97,100.127,9.506,52,0.0124,-55,7.506,7.547,9.095,0.194,1.3085,1.06,NULL,4.39519,3.95125,1.831,0.5486,0.8262,0.0688,4.48882,1.864,0.4902,0.1681,387.15,7.743
Tommy Milone,36,543548,milonto01,2023,SEA,1,AL,2,2,27,27,0,3,4.387,0.201,0,0.114,94,90.1,4.031,31,0.0076,15,1.031,0.92,1.896,0.203,1,0.18,100000,4.6077,4.1477,1.856,0.5486,0.0972,-0.0055,5.03579,1.908,0.4577,0.085,205.4,4.108
Miguel DÃ­az,29,622766,diazmi02,2024,HOU,1,AL,1,0,3,0,3,0,0.511,-0.034,0,0.01,98,96,0.448,3,0.0008,13,0.448,0.443,0.539,0.193,0,0.03,NULL,4.38443,3.94143,1.829,0.5486,0.0486,-0.0264,4.47446,1.862,0.4905,0.0097,NULL,0.608
Blair Calvo,27,663971,calvobl01,2023,COL,1,NL,1,0,3,0,3,0,0.521,-0.034,0,0.011,115,98,0.466,3,0.0007,15,0.466,0.468,0.564,0.208,0.02,0.03,NULL,4.70669,4.23869,1.867,0.5487,0.0487,-0.0268,4.80578,1.9,0.4901,0.0097,NULL,0.72
Joe Ryan,28,657746,ryanjo04,2024,MIN,1,AL,23,23,405,405,0,59,64.869,2.945,0,-0.891,103,101.732,69.895,363,0.0891,-10,10.895,10.238,23.239,0.193,1,2.3,758850,4.38443,3.9393,1.829,0.5488,1.1224,-0.0886,4.91287,1.888,0.4465,1.263,115.3351852,62.281
Ranger SuÃ¡rez,28,624133,suarera01,2024,PHI,1,NL,27,27,452,452,0,63,72.997,3.351,0,0.317,98,99.645,75.761,434,0.1055,3,12.761,12.24,26.832,0.198,1,2.61,5050000,4.47804,4.02471,1.84,0.5489,1.3203,-0.1218,5.00588,1.899,0.4473,1.4084,117.3431034,68.059
John McMillon,26,669111,mcmiljo01,2024,MIA,1,NL,10,0,36,0,36,4,6.816,-0.454,1.262,-0.141,109,110.426,8.575,29,0.0067,-21,4.575,4.534,5.696,0.198,1.38,0.67,NULL,4.47804,4.02464,1.84,0.5489,0.489,0.0605,4.59155,1.875,0.4883,0.1158,309.2,6.184
Conner Menez,27,669214,menezco01,2022,CHC,1,NL,1,0,3,0,3,0,0.49,-0.033,0,0.002,103,98,0.446,3,0.0007,3,0.446,0.448,0.538,0.194,0.72,0.05,NULL,4.39519,3.94719,1.83,0.549,0.049,-0.0097,4.48702,1.863,0.4904,0.0097,NULL,0.634
Luke Bard,31,572703,bardlu01,2022,TBR,1,AL,8,0,42,0,42,3,6.984,-0.464,0.611,0.228,94,93.286,6.44,39,0.0095,24,3.44,3.512,4.681,0.188,0.9425,0.48,NULL,4.25074,3.81174,1.813,0.5492,0.3936,-0.0454,4.40813,1.85,0.4832,0.135,194.9333333,5.848
Bowden Francis,27,670102,francbo01,2023,TOR,1,AL,20,0,109,0,109,7,20.148,-1.344,0,1.969,99,99.588,16.766,92,0.0229,86,9.766,9.32,13.257,0.203,0.341,0.93,NULL,4.6077,4.1417,1.856,0.5493,0.986,-0.4104,4.78052,1.893,0.4826,0.3497,249.2857143,17.45
Michael Plassmeyer,25,674681,plassmi01,2022,PHI,1,NL,2,0,22,18,4,3,3.688,0.093,0,-0.265,98,96,3.884,21,0.0052,-51,0.884,0.901,1.556,0.194,1.105,0.16,NULL,4.39519,3.94469,1.83,0.5493,0.0986,-0.0078,4.7319,1.878,0.4654,0.0698,113.5666667,3.407
Pablo LÃ³pez,27,641154,lopezpa01,2023,MIN,1,AL,32,32,582,582,0,81,97.26,4.455,0,3.341,100,99.943,98.318,509,0.1285,26,17.318,14.935,35.96,0.203,1,3.27,5450000,4.6077,4.14098,1.855,0.5494,1.5808,-0.1196,5.18443,1.916,0.4438,1.8073,119.3405063,94.279
Ryan Yarbrough,32,642232,yarbrry01,2024,TOR,2,AL,12,0,94,27,67,7,14.983,-0.521,0,2.014,100,100.906,12.561,79,0.019,106,5.561,5.408,8.426,0.193,1.0067,0.84,NULL,4.38443,3.93376,1.829,0.5494,0.5928,-0.0507,4.61951,1.871,0.4756,0.3003,202.3714286,14.166
Kevin Plawecki,31,608700,plaweke01,2022,BOS,1,AL,1,0,3,0,3,0,0.476,-0.032,0,0.007,108,100,0.437,4,0.0009,8,0.437,0.442,0.526,0.188,0,0.03,2250000,4.25074,3.80874,1.813,0.5496,0.0496,-0.0272,4.34068,1.846,0.4903,0.0097,NULL,0.636
Luis Guillorme,28,641645,guilllu01,2023,NYM,1,NL,1,0,3,0,3,0,0.514,-0.034,0,-0.014,96,96,0.474,4,0.001,-14,0.474,0.476,0.572,0.208,0,0.03,1600000,4.70669,4.23069,1.867,0.5496,0.0496,-0.0277,4.80578,1.9,0.4901,0.0097,NULL,0.633
Eddy Alvarez,34,657193,alvared01,2024,NYM,1,NL,1,0,3,0,3,0,0.56,-0.037,0,0.01,95,90,0.462,3,0.0008,13,0.462,0.459,0.555,0.198,0,0.03,NULL,4.47804,4.01904,1.84,0.5496,0.0496,-0.0275,4.57263,1.874,0.4902,0.0097,NULL,0.607
Corey Dickerson,33,572816,dickeco01,2022,STL,1,NL,1,0,3,0,3,0,0.576,-0.039,0,0.074,96,98,0.454,5,0.0012,62,0.454,0.456,0.546,0.194,0,0.03,5000000,4.39519,3.93919,1.83,0.5499,0.0499,-0.0278,4.48702,1.863,0.4904,0.0097,NULL,0.602
Pavin Smith,28,656976,smithpa04,2024,ARI,1,NL,1,0,3,0,3,0,0.527,-0.035,0,0.017,101,98,0.466,3,0.0007,24,0.466,0.463,0.559,0.198,0,0.03,740000,4.47804,4.01504,1.84,0.55,0.05,-0.0277,4.57263,1.874,0.4902,0.0097,NULL,0.634
Bryce Elder,23,693821,elderbr01,2022,ATL,1,NL,10,9,162,155,7,19,23.917,0.974,0,1.14,101,98.722,23.447,154,0.0393,29,4.447,4.573,9.397,0.194,0.16,0.95,NULL,4.39519,3.93789,1.83,0.5501,0.501,-0.0588,4.89107,1.887,0.4497,0.5077,130.1842105,24.735
Zac Gallen,28,668678,galleza01,2024,ARI,1,NL,28,28,444,444,0,62,74.341,3.412,0,2.249,101,100.019,75.518,407,0.0937,24,13.518,13.007,27.34,0.198,1,2.67,10011000,4.47804,4.01351,1.84,0.5502,1.4056,-0.1196,4.97802,1.897,0.45,1.3858,114.8316667,68.899
Weston Wilson,29,642215,wilsowe01,2024,PHI,1,NL,1,0,3,0,3,0,0.525,-0.035,0,0.003,98,96,0.468,4,0.001,3,0.468,0.465,0.561,0.198,0,0.03,740000,4.47804,4.01304,1.84,0.5503,0.0503,-0.0279,4.57263,1.874,0.4902,0.0097,NULL,0.621
Zack Greinke,38,425844,greinza01,2022,KCR,1,AL,26,26,411,411,0,65,65.111,3.002,0,-4.384,105,104.786,75.967,482,0.1096,-40,10.967,11.675,23.112,0.188,1,2.49,13000000,4.25074,3.8017,1.812,0.5504,1.3104,-0.1018,4.72465,1.869,0.4508,1.2846,111.1392857,62.238
Drew Smyly,33,592767,smylydr01,2022,CHC,1,NL,22,22,319,319,0,46,51.923,2.368,0,0.234,103,103.365,55.876,325,0.0781,3,9.876,10.125,19.623,0.194,1,2.02,4250000,4.39519,3.93496,1.83,0.5504,1.1088,-0.089,4.83904,1.884,0.4548,1.0036,120.7292683,49.499
Willians Astudillo,30,553902,astudwi01,2022,MIA,1,NL,2,0,6,0,6,0,0.94,-0.063,0,0.02,101,107.143,0.918,5,0.0012,17,0.918,0.923,1.101,0.194,0,0.06,NULL,4.39519,3.93369,1.83,0.5506,0.1012,-0.0561,4.48702,1.863,0.4904,0.0194,NULL,1.08
Luis Ortiz,25,682847,ortizlu03,2024,PIT,1,NL,37,15,407,300,107,56,67.289,1.098,2.513,-1.139,101,102.522,73.856,398,0.0949,-12,17.856,17.387,30.526,0.198,1.205,3.04,747500,4.47804,4.00812,1.839,0.5508,1.8796,-0.1266,4.82487,1.888,0.4648,1.2894,126.344,63.172
Jose Quintana,33,500779,quintjo01,2022,PIT,1,NL,20,20,309,309,0,43,49.435,2.254,0,0,100,100.639,52.019,310,0.0715,0,9.019,9.26,18.46,0.194,1,1.9,2000000,4.39519,3.93219,1.83,0.5508,1.016,-0.0862,4.86812,1.886,0.452,0.9689,116.4025,46.561
Spencer Turnbull,31,605513,turnbsp01,2024,PHI,1,NL,17,7,163,106,57,17,24.969,0.164,0,0.101,98,100.568,25.174,139,0.0338,3,8.174,7.986,13.248,0.198,0.48,1.22,2000000,4.47804,4.00828,1.839,0.5508,0.8636,-0.1584,4.78036,1.886,0.4692,0.5184,154.075,24.652
Luke Little,22,681432,littllu01,2023,CHC,1,NL,7,0,20,0,20,0,3.613,-0.238,0,0.127,102,104.6,3.397,13,0.0031,41,3.397,3.411,4.051,0.208,0.6143,0.33,NULL,4.70669,4.21941,1.866,0.5508,0.3556,-0.0876,4.80106,1.9,0.4906,0.0647,NULL,3.32
Eli Villalobos,27,681871,villael02,2024,MIA,1,NL,3,0,13,0,13,1,2.468,-0.164,0,-0.063,109,102.444,2.425,13,0.003,-21,1.425,1.41,1.83,0.198,0.1567,0.12,NULL,4.47804,4.00804,1.839,0.5508,0.1524,-0.076,4.61467,1.876,0.4859,0.0419,234.2,2.342
Matt Moore,34,519043,moorema02,2023,MIA,3,NL,4,0,12,0,12,0,2.057,-0.136,0,-0.022,102,100.111,1.945,13,0.0032,-7,1.945,1.953,2.338,0.208,1.5625,0.29,NULL,4.70669,4.21844,1.866,0.5509,0.2036,0.0459,4.80578,1.9,0.4901,0.0389,NULL,2.255
David Villar,26,681584,villada01,2023,SFG,1,NL,1,0,3,0,3,0,0.559,-0.037,0,-0.006,96,92,0.486,2,0.0005,-12,0.486,0.488,0.584,0.208,0,0.03,723750,4.70669,4.21869,1.866,0.5509,0.0509,-0.0284,4.80578,1.9,0.4901,0.0097,NULL,0.633
Austin Warren,28,681810,warreau01,2024,SFG,1,NL,6,0,32,0,32,2,5.606,-0.373,0,0.015,93,93.333,4.87,30,0.0074,2,2.87,2.833,3.866,0.198,0.1217,0.25,755000,4.47804,4.00588,1.839,0.551,0.306,-0.1632,4.6462,1.878,0.4827,0.1028,236.55,4.731
Reid Detmers,22,672282,detmere01,2022,LAA,1,AL,25,25,387,387,0,56,63.127,2.91,0,1.434,103,103.262,66.71,363,0.0896,16,10.71,11.376,22.146,0.188,1,2.39,NULL,4.25074,3.7957,1.812,0.5511,1.2775,-0.0959,4.71483,1.868,0.4518,1.2101,106.4814815,57.5
Brandon Crawford,36,543063,crawfbr01,2023,SFG,1,NL,1,0,3,0,3,0,0.555,-0.037,0,-0.012,96,92,0.488,4,0.001,-12,0.488,0.49,0.586,0.208,0,0.03,16000000,4.70669,4.21669,1.866,0.5511,0.0511,-0.0285,4.80578,1.9,0.4901,0.0097,NULL,0.633
Luke Williams,26,663897,willilu01,2023,LAD,1,NL,1,0,3,0,3,0,0.555,-0.037,0,0.048,99,104,0.489,3,0.0007,68,0.489,0.491,0.587,0.208,0,0.03,NULL,4.70669,4.21569,1.866,0.5512,0.0512,-0.0285,4.80578,1.9,0.4901,0.0097,NULL,0.647
Orlando Arcia,27,606115,arciaor01,2022,ATL,1,NL,1,0,3,0,3,0,0.544,-0.036,0,0.023,101,96,0.466,3,0.0008,29,0.466,0.468,0.558,0.194,0,0.03,1600000,4.39519,3.92719,1.829,0.5513,0.0513,-0.0285,4.48702,1.863,0.4904,0.0097,NULL,0.625
Luis Castillo,30,622491,castilu02,2023,SEA,1,AL,33,33,591,591,0,81,102.434,4.691,0,1.925,94,94.519,99.434,522,0.1283,15,18.434,16.014,37.364,0.203,1,3.41,11400000,4.6077,4.12243,1.854,0.5514,1.6962,-0.1214,5.1756,1.916,0.4446,1.8372,118.3082192,86.365
Michael Kopech,26,656629,kopecmi01,2022,CHW,1,AL,25,25,358,358,0,53,57.1,2.632,0,-1.842,102,103.692,63.847,329,0.0801,-23,10.847,11.463,21.426,0.188,1,2.32,NULL,4.25074,3.79222,1.812,0.5515,1.2875,-0.0887,4.68005,1.866,0.4552,1.1247,112.1042553,52.689
